ScientificName1974,CommonName1974,Alternate name,Family1974,ScientificName2023,CommonName2023,Alternate name,Family2023
Ardea imperialis,White-bellied Heron,,Ardeidae,Ardea insignis,White-bellied Heron,Héron impérial,Ardeidae
Ardea picata,Pied Heron,,Ardeidae,Egretta picata,Pied Heron,Aigrette pie,Ardeidae
Casmerodius albus,Great Egret,,Ardeidae,Ardea alba,Great Egret,Grande Aigrette,Ardeidae
Egretta intermedia,Plumed Egret,,Ardeidae,,,,
,,,,Ardea intermedia,Medium Egret,Héron intermédiaire,Ardeidae
,,,,Ardea brachyrhyncha,Yellow-billed Egret,Héron à bec jaune,Ardeidae
,,,,Ardea plumifera,Plumed Egret,Héron plumifère,Ardeidae
Bubulcus ibis,Cattle Egret,,Ardeidae,,,,
,,,,Bubulcus ibis,Western Cattle Egret,Héron garde-boeufs,Ardeidae
,,,,Bubulcus coromandus,Eastern Cattle Egret,Héron de Coromandel,Ardeidae
Ardeola grayii,Indian Pond Heron,,Ardeidae,Ardeola grayii,Indian Pond-Heron,Crabier de Gray,Ardeidae
Ardeola bacchus,Chinese Pond Heron,,Ardeidae,Ardeola bacchus,Chinese Pond-Heron,Crabier chinois,Ardeidae
Ardeola speciosa,Javanese Pond Heron,,Ardeidae,Ardeola speciosa,Javan Pond-Heron,Crabier malais,Ardeidae
Ardeola idae,Madagascar Squacco Heron,,Ardeidae,Ardeola idae,Malagasy Pond-Heron,Crabier blanc,Ardeidae
Erythrocnus rufiventris,Rufous-bellied Heron,,Ardeidae,Ardeola rufiventris,Rufous-bellied Heron,Crabier à ventre roux,Ardeidae
,,,,Butorides striata,Striated Heron,Héron strié,Ardeidae
Butorides rogersi,Red Mangrove Bittern,,Ardeidae,,,,
Butorides striatus,Striated Heron,,Ardeidae,,,,
Butorides sundevalli,Galapagos Green Heron,,Ardeidae,,,,
Agamia agami,Chestnut-bellied Heron,,Ardeidae,Agamia agami,Agami Heron,Onoré agami,Ardeidae
Nycticorax caledonicus,Rufous Night Heron,,Ardeidae,Nycticorax caledonicus,Nankeen Night Heron,Bihoreau cannelle,Ardeidae
,,,,Nycticorax mauritianus,Mauritius Night Heron,Bihoreau de Maurice,Ardeidae
,,,,Nycticorax megacephalus,Rodrigues Night Heron,Bihoreau de Rodrigues,Ardeidae
,,,,Nycticorax duboisi,Reunion Night Heron,Bihoreau de La Réunion,Ardeidae
Nycticorax leuconotus,White-backed Night Heron,,Ardeidae,Calherodius leuconotus,White-backed Night Heron,Bihoreau à dos blanc,Ardeidae
Gorsachius magnificus,White-eared Night Heron,,Ardeidae,Oroanassa magnifica,White-eared Night Heron,Bihoreau superbe,Ardeidae
Gorsachius melanolophus,Malay Bittern,,Ardeidae,Gorsachius melanolophus,Malayan Night Heron,Bihoreau malais,Ardeidae
Cochlearius cochlearius,Boat-billed Heron,,Cochleariidae,Cochlearius cochlearius,Boat-billed Heron,Savacou huppé,Ardeidae
Tigrisoma mexicanum,Bare-throated Tiger Heron,,Ardeidae,Tigrisoma mexicanum,Bare-throated Tiger-Heron,Onoré du Mexique,Ardeidae
Tigrisoma fasciatum,Fasciated Tiger Heron,,Ardeidae,Tigrisoma fasciatum,Fasciated Tiger-Heron,Onoré fascié,Ardeidae
Tigrisoma lineatum,Rufescent Tiger Heron,,Ardeidae,Tigrisoma lineatum,Rufescent Tiger-Heron,Onoré rayé,Ardeidae
Tigriornis leucolopha,White-crested Bittern,,Ardeidae,Tigriornis leucolopha,White-crested Tiger-Heron,Onoré à huppe blanche,Ardeidae
,,,,Ixobrychus dubius,Black-backed Bittern,Blongios d'Australie,Ardeidae
Ixobrychus novazelandiae,New Zealand Little Bittern,,Ardeidae,,,,
,,,,Ixobrychus novaezelandiae,New Zealand Bittern,Blongios à dos noir,Ardeidae
Ixobrychus cinnamomeus,Chestnut Bittern,,Ardeidae,Ixobrychus cinnamomeus,Cinnamon Bittern,Blongios cannelle,Ardeidae
Dupetor flavicollis,Black Bittern,,Ardeidae,Ixobrychus flavicollis,Black Bittern,Blongios à cou jaune,Ardeidae
Botaurus poiciloptilus,Brown Bittern,,Ardeidae,Botaurus poiciloptilus,Australasian Bittern,Butor d'Australie,Ardeidae
Scopus umbretta,Hammerhead,,Scopidae,Scopus umbretta,Hamerkop,Ombrette africaine,Scopidae
Eudocimus albus,American White Ibis,,Threskiornithidae,Eudocimus albus,White Ibis,Ibis blanc,Threskiornithidae
Harpiprion caerulescens,Plumbeous Ibis,,Threskiornithidae,Theristicus caerulescens,Plumbeous Ibis,Ibis plombé,Threskiornithidae
,,,,Theristicus branickii,Andean Ibis,Ibis des Andes,Threskiornithidae
Theristicus melanopis,Black-faced Ibis,,Threskiornithidae,,,,
,,,,Theristicus melanopis,Black-faced Ibis,Ibis à face noire,Threskiornithidae
Hagedashia hagedash,Hadada Ibis,,Threskiornithidae,Bostrychia hagedash,Hadada Ibis,Ibis hagedash,Threskiornithidae
Bostrychia carunculata,Carunculated Ibis,,Threskiornithidae,Bostrychia carunculata,Wattled Ibis,Ibis caronculé,Threskiornithidae
Lampribis olivacea,Olive Ibis,,Threskiornithidae,,,,
,,,,Bostrychia bocagei,Sao Tome Ibis,Ibis de Sao Tomé,Threskiornithidae
,,,,Bostrychia olivacea,Olive Ibis,Ibis olive,Threskiornithidae
Lampribis rara,Spot-breasted Ibis,,Threskiornithidae,Bostrychia rara,Spot-breasted Ibis,Ibis vermiculé,Threskiornithidae
Geronticus eremita,Hermit Ibis,,Threskiornithidae,Geronticus eremita,Northern Bald Ibis,Ibis chauve,Threskiornithidae
Geronticus calvus,Bald Ibis,,Threskiornithidae,Geronticus calvus,Southern Bald Ibis,Ibis du Cap,Threskiornithidae
Threskiornis aethiopica,Sacred Ibis,,Threskiornithidae,,,,
,,,,Threskiornis aethiopicus,African Sacred Ibis,Ibis sacré,Threskiornithidae
,,,,Threskiornis bernieri,Malagasy Sacred Ibis,Ibis malgache,Threskiornithidae
Threskiornis melanocephala,Black-headed Ibis,,Threskiornithidae,Threskiornis melanocephalus,Black-headed Ibis,Ibis à tête noire,Threskiornithidae
Threskiornis moluccus,Australian White Ibis,,Threskiornithidae,Threskiornis molucca,Australian Ibis,Ibis à cou noir,Threskiornithidae
,,,,Threskiornis solitarius,Reunion Ibis,Ibis de La Réunion,Threskiornithidae
Pseudibis papillosa,White-shouldered Ibis,,Threskiornithidae,Pseudibis papillosa,Red-naped Ibis,Ibis noir,Threskiornithidae
Pseudibis davisoni,Oriental Black Ibis,,Threskiornithidae,Pseudibis davisoni,White-shouldered Ibis,Ibis de Davison,Threskiornithidae
Nipponia nippon,Japanese Crested Ibis,,Threskiornithidae,Nipponia nippon,Crested Ibis,Ibis nippon,Threskiornithidae
Platalea leucorodia,White Spoonbill,,Threskiornithidae,Platalea leucorodia,Eurasian Spoonbill,Spatule blanche,Threskiornithidae
Ajaia ajaja,Roseate Spoonbill,,Threskiornithidae,Platalea ajaja,Roseate Spoonbill,Spatule rosée,Threskiornithidae
Ibis cinereus,Milky Stork,,Ciconiidae,Mycteria cinerea,Milky Stork,Tantale blanc,Ciconiidae
Ibis ibis,Yellow-billed Stork,,Ciconiidae,Mycteria ibis,Yellow-billed Stork,Tantale ibis,Ciconiidae
Ibis leucocephalus,Painted Stork,,Ciconiidae,Mycteria leucocephala,Painted Stork,Tantale indien,Ciconiidae
Anastomus oscitans,Asian Open-billed Stork,,Ciconiidae,Anastomus oscitans,Asian Openbill,Bec-ouvert indien,Ciconiidae
Anastomus lamelligerus,Open-billed Stork,,Ciconiidae,Anastomus lamelligerus,African Openbill,Bec-ouvert africain,Ciconiidae
Ciconia abdimii,White-bellied Stork,,Ciconiidae,Ciconia abdimii,Abdim's Stork,Cigogne d'Abdim,Ciconiidae
Ciconia episcopus,Woolly-necked Stork,,Ciconiidae,,,,
,,,,Ciconia episcopus,Asian Woolly-necked Stork,Cigogne épiscopale,Ciconiidae
,,,,Ciconia microscelis,African Woolly-necked Stork,Cigogne à pattes noires,Ciconiidae
Ciconia stormii,Storm's Stork,,Ciconiidae,Ciconia stormi,Storm's Stork,Cigogne de Storm,Ciconiidae
Ciconia ciconia,White Stork,,Ciconiidae,,,,
,,,,Ciconia ciconia,White Stork,Cigogne blanche,Ciconiidae
,,,,Ciconia boyciana,Oriental Stork,Cigogne orientale,Ciconiidae
Xenorhynchus asiaticus,Black-necked Stork,,Ciconiidae,Ephippiorhynchus asiaticus,Black-necked Stork,Jabiru d'Asie,Ciconiidae
Leptoptilos javanicus,Lesser Adjutant Stork,,Ciconiidae,Leptoptilos javanicus,Lesser Adjutant,Marabout chevelu,Ciconiidae
Leptoptilos crumeniferus,Marabou Stork,,Ciconiidae,Leptoptilos crumenifer,Marabou Stork,Marabout d'Afrique,Ciconiidae
Leptoptilos dubius,Greater Adjutant Stork,,Ciconiidae,Leptoptilos dubius,Greater Adjutant,Marabout argala,Ciconiidae
Cathartes melambrotos,Greater Yellow-headed Vulture,,Cathartidae,Cathartes melambrotus,Greater Yellow-headed Vulture,Grand Urubu,Cathartidae
Phoenicopterus antiquorum,Eurasian Flamingo,,Phoenicopteridae,Phoenicopterus roseus,Greater Flamingo,Flamant rose,Phoenicopteridae
Phoenicoparrus jamesi,Puna Flamingo,,Phoenicopteridae,Phoenicoparrus jamesi,James's Flamingo,Flamant de James,Phoenicopteridae
Anseranas semipalmata,Pied Goose,,Anatidae,Anseranas semipalmata,Magpie Goose,Canaroie semipalmée,Anseranatidae
Dendrocygna guttata,Spotted Tree-Duck,,Anatidae,Dendrocygna guttata,Spotted Whistling-Duck,Dendrocygne tacheté,Anatidae
Dendrocygna eytoni,Plumed Tree-Duck,,Anatidae,Dendrocygna eytoni,Plumed Whistling-Duck,Dendrocygne d'Eyton,Anatidae
Dendrocygna bicolor,Fulvous Tree-Duck,,Anatidae,Dendrocygna bicolor,Fulvous Whistling-Duck,Dendrocygne fauve,Anatidae
Dendrocygna arcuata,Whistling Tree-Duck,,Anatidae,Dendrocygna arcuata,Wandering Whistling-Duck,Dendrocygne à lunules,Anatidae
Dendrocygna javanica,Indian Tree-Duck,,Anatidae,Dendrocygna javanica,Lesser Whistling-Duck,Dendrocygne siffleur,Anatidae
Dendrocygna viduata,White-faced Tree-Duck,,Anatidae,Dendrocygna viduata,White-faced Whistling-Duck,Dendrocygne veuf,Anatidae
Dendrocygna arborea,West Indian Tree-Duck,,Anatidae,Dendrocygna arborea,West Indian Whistling-Duck,Dendrocygne des Antilles,Anatidae
Dendrocygna autumnalis,Black-bellied Tree-Duck,,Anatidae,Dendrocygna autumnalis,Black-bellied Whistling-Duck,Dendrocygne à ventre noir,Anatidae
Thalassornis leuconotos,White-backed Duck,,Anatidae,Thalassornis leuconotus,White-backed Duck,Dendrocygne à dos blanc,Anatidae
Oxyura dominica,Masked Duck,,Anatidae,Nomonyx dominicus,Masked Duck,Érismature routoutou,Anatidae
Oxyura jamaicensis,Ruddy Duck,,Anatidae,,,,
,,,,Oxyura jamaicensis,Ruddy Duck,Érismature rousse,Anatidae
,,,,Oxyura ferruginea,Andean Duck,Érismature des Andes,Anatidae
Oxyura ferruginea,Andean Duck,,Anatidae,,,,
Olor cygnus,Whooper Swan,,Anatidae,Cygnus cygnus,Whooper Swan,Cygne chanteur,Anatidae
Olor buccinator,Trumpeter Swan,,Anatidae,Cygnus buccinator,Trumpeter Swan,Cygne trompette,Anatidae
,,,,Cygnus columbianus,Tundra Swan,Cygne siffleur,Anatidae
Olor columbianus,Whistling Swan,,Anatidae,,,,
Cygnus bewickii,Bewick's Swan,,Anatidae,,,,
Anser cygnoid,Chinese Goose,,Anatidae,Anser cygnoides,Swan Goose,Oie cygnoïde,Anatidae
Anser fabalis,Bean Goose,,Anatidae,,,,
,,,,Anser fabalis,Taiga Bean-Goose,Oie des moissons,Anatidae
,,,,Anser serrirostris,Tundra Bean-Goose,Oie de la toundra,Anatidae
Anser albifrons,White-fronted Goose,,Anatidae,Anser albifrons,Greater White-fronted Goose,Oie rieuse,Anatidae
Anser anser,Greylag Goose,,Anatidae,Anser anser,Graylag Goose,Oie cendrée,Anatidae
Anser indica,Bar-headed Goose,,Anatidae,Anser indicus,Bar-headed Goose,Oie à tête barrée,Anatidae
Chen caerulescens,Snow Goose,,Anatidae,Anser caerulescens,Snow Goose,Oie des neiges,Anatidae
Chen rossi,Ross's Goose,,Anatidae,Anser rossii,Ross's Goose,Oie de Ross,Anatidae
Philacte canagica,Emperor Goose,,Anatidae,Anser canagicus,Emperor Goose,Oie empereur,Anatidae
Branta sandvicensis,Nene Goose,,Anatidae,Branta sandvicensis,Hawaiian Goose,Bernache néné,Anatidae
Branta canadensis,Canada Goose,,Anatidae,,,,
,,,,Branta canadensis,Canada Goose,Bernache du Canada,Anatidae
,,,,Branta hutchinsii,Cackling Goose,Bernache de Hutchins,Anatidae
,,,,Branta bernicla,Brant,Bernache cravant,Anatidae
Branta bernicla,Brant Goose,,Anatidae,,,,
Branta nigricans,Black Brant,,Anatidae,,,,
Cyanochen cyanopterus,Blue-winged Goose,,Anatidae,Cyanochen cyanoptera,Blue-winged Goose,Cyanoie à ailes bleues,Anatidae
Chloephaga melanoptera,Andean Goose,,Anatidae,Oressochen melanopterus,Andean Goose,Ouette des Andes,Anatidae
Neochen jubata,Orinoco Goose,,Anatidae,Oressochen jubatus,Orinoco Goose,Ouette de l'Orénoque,Anatidae
,,,,Alopochen mauritiana,Mauritius Shelduck,Ouette de Maurice,Anatidae
,,,,Alopochen kervazoi,Reunion Shelduck,Ouette de La Réunion,Anatidae
Tadorna cana,African Shelduck,,Anatidae,Tadorna cana,South African Shelduck,Tadorne à tête grise,Anatidae
Tadorna variegata,New Zealand Shelduck,,Anatidae,Tadorna variegata,Paradise Shelduck,Tadorne de paradis,Anatidae
Tadorna tadorna,Shelduck,,Anatidae,Tadorna tadorna,Common Shelduck,Tadorne de Belon,Anatidae
Tadorna radjah,White-headed Shelduck,,Anatidae,Radjah radjah,Radjah Shelduck,Tadorne radjah,Anatidae
Tachyeres pteneres,Flightless Steamer Duck,,Anatidae,,,,
,,,,Tachyeres pteneres,Flightless Steamer-Duck,Brassemer cendré,Anatidae
,,,,Tachyeres leucocephalus,White-headed Steamer-Duck,Brassemer à tête blanche,Anatidae
Tachyeres brachypterus,Falkland Steamer Duck,,Anatidae,Tachyeres brachypterus,Falkland Steamer-Duck,Brassemer des Malouines,Anatidae
Tachyeres patachonicus,Flying Steamer Duck,,Anatidae,Tachyeres patachonicus,Flying Steamer-Duck,Brassemer de Patagonie,Anatidae
Cairina scutulata,White-winged Duck,,Anatidae,Asarcornis scutulata,White-winged Duck,Nette à ailes blanches,Anatidae
Sarkidiornis melanotos,Knob-billed Goose,,Anatidae,Sarkidiornis melanotos,Knob-billed Duck,Canard à bosse,Anatidae
Nettapus pulchellus,Green Pygmy Goose,,Anatidae,Nettapus pulchellus,Green Pygmy-Goose,Anserelle élégante,Anatidae
Nettapus coromandelianus,White Cotton Goose,,Anatidae,Nettapus coromandelianus,Cotton Pygmy-Goose,Anserelle de Coromandel,Anatidae
Nettapus auritus,African Pygmy Goose,,Anatidae,Nettapus auritus,African Pygmy-Goose,Anserelle naine,Anatidae
Anas leucophrys,Ringed Teal,,Anatidae,Callonetta leucophrys,Ringed Teal,Canard à collier noir,Anatidae
Chenonetta jubata,Australian Wood Duck,,Anatidae,Chenonetta jubata,Maned Duck,Canard à crinière,Anatidae
,,,,Chenonetta finschi,Finsch's Duck,Canard de Finsch,Anatidae
Amazonetta brasiliensis,Brazilian Duck,,Anatidae,Amazonetta brasiliensis,Brazilian Teal,Canard amazonette,Anatidae
Anas penelope,Eurasian Wigeon,,Anatidae,Mareca penelope,Eurasian Wigeon,Canard siffleur,Anatidae
Anas americana,American Wigeon,,Anatidae,Mareca americana,American Wigeon,Canard d'Amérique,Anatidae
Anas sibilatrix,Southern Wigeon,,Anatidae,Mareca sibilatrix,Chiloe Wigeon,Canard de Chiloé,Anatidae
,,,,Mareca marecula,Amsterdam Duck,Canard d'Amsterdam,Anatidae
Anas falcata,Falcated Teal,,Anatidae,Mareca falcata,Falcated Duck,Canard à faucilles,Anatidae
Anas strepera,Gadwall,,Anatidae,Mareca strepera,Gadwall,Canard chipeau,Anatidae
Anas capensis,Cape Widgeon,,Anatidae,Anas capensis,Cape Teal,Canard du Cap,Anatidae
Anas formosa,Baikal Teal,,Anatidae,Sibirionetta formosa,Baikal Teal,Sarcelle élégante,Anatidae
Anas flavirostris,Speckled Teal,,Anatidae,,,,
,,,,Anas flavirostris,Yellow-billed Teal,Sarcelle tachetée,Anatidae
,,,,Anas andium,Andean Teal,Sarcelle des Andes,Anatidae
Anas bernieri,Madagascar Teal,,Anatidae,Anas bernieri,Bernier's Teal,Sarcelle de Bernier,Anatidae
,,,,Anas gibberifrons,Sunda Teal,Sarcelle grise,Anatidae
Anas gibberifrons,Gray Teal,,Anatidae,,,,
,,,,Anas gracilis,Gray Teal,Sarcelle australasienne,Anatidae
Anas aucklandica,Auckland Island Flightless Duck,,Anatidae,,,,
,,,,Anas aucklandica,Auckland Islands Teal,Sarcelle des Auckland,Anatidae
,,,,Anas nesiotis,Campbell Islands Teal,Sarcelle de Campbell,Anatidae
Anas oustaleti,Mariana's Mallard,,Anatidae,,,,
Anas undulata,Yellowbill Duck,,Anatidae,Anas undulata,Yellow-billed Duck,Canard à bec jaune,Anatidae
Anas poecilorhyncha,Spotbill Duck,,Anatidae,,,,
,,,,Anas poecilorhyncha,Indian Spot-billed Duck,Canard à bec tacheté,Anatidae
,,,,Anas zonorhyncha,Eastern Spot-billed Duck,Canard de Chine,Anatidae
Anas luzonica,Philippine Mallard,,Anatidae,Anas luzonica,Philippine Duck,Canard des Philippines,Anatidae
,,,,Anas superciliosa,Pacific Black Duck,Canard à sourcils,Anatidae
Anas specularis,Spectacled Duck,,Anatidae,Speculanas specularis,Spectacled Duck,Canard à lunettes,Anatidae
Anas acuta,Pintail,,Anatidae,Anas acuta,Northern Pintail,Canard pilet,Anatidae
Anas georgica,Brown Pintail,,Anatidae,Anas georgica,Yellow-billed Pintail,Canard à queue pointue,Anatidae
,,,,Anas bahamensis,White-cheeked Pintail,Canard des Bahamas,Anatidae
Anas bahamensis,White-cheeked Pintail,,Anatidae,,,,
Anas galapagensis,Galapagos Pintail,,Anatidae,,,,
Anas puna,Puna Teal,,Anatidae,Spatula puna,Puna Teal,Sarcelle de la puna,Anatidae
Anas versicolor,Silver Teal,,Anatidae,Spatula versicolor,Silver Teal,Sarcelle bariolée,Anatidae
Anas punctata,Hottentot Teal,,Anatidae,Spatula hottentota,Blue-billed Teal,Sarcelle à bec bleu,Anatidae
Anas querquedula,Garganey Teal,,Anatidae,Spatula querquedula,Garganey,Sarcelle d'été,Anatidae
Anas discors,Blue-winged Teal,,Anatidae,Spatula discors,Blue-winged Teal,Sarcelle à ailes bleues,Anatidae
Anas cyanoptera,Cinnamon Teal,,Anatidae,Spatula cyanoptera,Cinnamon Teal,Sarcelle cannelle,Anatidae
Anas platalea,Red Shoveler,,Anatidae,Spatula platalea,Red Shoveler,Canard spatule,Anatidae
Anas smithi,Cape Shoveler,,Anatidae,Spatula smithii,Cape Shoveler,Canard de Smith,Anatidae
Anas rhynchotis,Australian Shoveler,,Anatidae,Spatula rhynchotis,Australasian Shoveler,Canard bridé,Anatidae
Anas clypeata,Northern Shoveler,,Anatidae,Spatula clypeata,Northern Shoveler,Canard souchet,Anatidae
,,,,Anas theodori,Mauritius Duck,Sarcelle de Maurice,Anatidae
Anas angustirostris,Marbled Teal,,Anatidae,Marmaronetta angustirostris,Marbled Duck,Marmaronette marbrée,Anatidae
Aythya australis,White-eyed Duck,,Anatidae,Aythya australis,Hardhead,Fuligule austral,Anatidae
,,,,Camptorhynchus labradorius,Labrador Duck,Eider du Labrador,Anatidae
Clangula hyemalis,Oldsquaw,,Anatidae,Clangula hyemalis,Long-tailed Duck,Harelde kakawi,Anatidae
Melanitta nigra,Black Scoter,,Anatidae,,,,
,,,,Melanitta nigra,Common Scoter,Macreuse noire,Anatidae
,,,,Melanitta americana,Black Scoter,Macreuse à bec jaune,Anatidae
Melanitta deglandi,White-winged Scoter,,Anatidae,,,,
,,,,Melanitta deglandi,White-winged Scoter,Macreuse à ailes blanches,Anatidae
,,,,Melanitta stejnegeri,Stejneger's Scoter,Macreuse de Sibérie,Anatidae
Mergus squamatus,Chinese Merganser,,Anatidae,Mergus squamatus,Scaly-sided Merganser,Harle de Chine,Anatidae
Mergus australis,Auckland Island Merganser,,Anatidae,Mergus australis,Auckland Islands Merganser,Harle austral,Anatidae
Aviceda cuculoides,African Cuckoo-falcon,,Accipitridae,Aviceda cuculoides,African Cuckoo-Hawk,Baza coucou,Accipitridae
Aviceda madagascariensis,Madagascar Cuckoo-falcon,,Accipitridae,Aviceda madagascariensis,Madagascar Cuckoo-Hawk,Baza malgache,Accipitridae
Aviceda jerdoni,Crested Lizard Hawk,,Accipitridae,Aviceda jerdoni,Jerdon's Baza,Baza de Jerdon,Accipitridae
Aviceda subcristata,Pacific Crested Hawk,,Accipitridae,Aviceda subcristata,Pacific Baza,Baza huppé,Accipitridae
Aviceda leuphotes,Black-crested Lizard Hawk,,Accipitridae,Aviceda leuphotes,Black Baza,Baza huppard,Accipitridae
Leptodon cayanensis,Gray-headed Kite,,Accipitridae,,,,
,,,,Leptodon cayanensis,Gray-headed Kite,Bec-en-croc de Cayenne,Accipitridae
,,,,Leptodon forbesi,White-collared Kite,Bec-en-croc de Forbes,Accipitridae
Chondrohierax uncinatus,Hook-billed Kite,,Accipitridae,,,,
,,,,Chondrohierax uncinatus,Hook-billed Kite,Bec-en-croc de Temminck,Accipitridae
,,,,Chondrohierax wilsonii,Cuban Kite,Bec-en-croc de Cuba,Accipitridae
Henicopernis longicauda,Long-tailed Buzzard,,Accipitridae,,,,
,,,,Henicopernis longicauda,Long-tailed Honey-buzzard,Bondrée à longue queue,Accipitridae
,,,,Henicopernis infuscatus,Black Honey-buzzard,Bondrée noire,Accipitridae
Pernis apivorus,Honey Buzzard,,Accipitridae,,,,
,,,,Pernis apivorus,European Honey-buzzard,Bondrée apivore,Accipitridae
,,,,Pernis ptilorhynchus,Oriental Honey-buzzard,Bondrée orientale,Accipitridae
Pernis celebensis,Barred Honey Buzzard,,Accipitridae,,,,
,,,,Pernis celebensis,Sulawesi Honey-buzzard,Bondrée des Célèbes,Accipitridae
,,,,Pernis steerei,Philippine Honey-buzzard,Bondrée de Steere,Accipitridae
Hamirostra melanosternon,Black-breasted Buzzard,,Accipitridae,Hamirostra melanosternon,Black-breasted Kite,Bondrée à plastron,Accipitridae
Macheirhamphus alcinus,Bat Hawk,,Accipitridae,Macheiramphus alcinus,Bat Hawk,Alcin des chauves-souris,Accipitridae
Elanus caeruleus,Black-shouldered Kite,,Accipitridae,Elanus caeruleus,Black-winged Kite,Élanion blanc,Accipitridae
Elanus notatus,Australian Black-shouldered Kite,,Accipitridae,Elanus axillaris,Black-shouldered Kite,Élanion d'Australie,Accipitridae
Chelictinia riocourii,African Swallow-tailed Kite,,Accipitridae,Chelictinia riocourii,Scissor-tailed Kite,Élanion naucler,Accipitridae
Rostrhamus sociabilis,Everglade Kite,,Accipitridae,Rostrhamus sociabilis,Snail Kite,Milan des marais,Accipitridae
Milvus milvus,Common Kite,,Accipitridae,Milvus milvus,Red Kite,Milan royal,Accipitridae
,,,,Milvus migrans,Black Kite,Milan noir,Accipitridae
