CommonName,ScientificName2023,Notes
,,
GRUIFORMES: Rallidae,,
Sora,Porzana carolina,Rare/Accidental
American Coot,Fulica americana,
,,
GRUIFORMES: Gruidae,,
Sandhill Crane,Antigone canadensis,
,,
CHARADRIIFORMES: Haematopodidae,,
Black Oystercatcher,Haematopus bachmani,
,,
CHARADRIIFORMES: Charadriidae,,
Black-bellied Plover,Pluvialis squatarola,
American Golden-Plover,Pluvialis dominica,
Pacific Golden-Plover,Pluvialis fulva,
Killdeer,Charadrius vociferus,
Semipalmated Plover,Charadrius semipalmatus,
,,
CHARADRIIFORMES: Scolopacidae,,
Upland Sandpiper,Bartramia longicauda,
Bristle-thighed Curlew,Numenius tahitiensis,Rare/Accidental
Whimbrel,Numenius phaeopus,
Bar-tailed Godwit,Limosa lapponica,
Hudsonian Godwit,Limosa haemastica,
Marbled Godwit,Limosa fedoa,
Short-billed Dowitcher,Limnodromus griseus,
Long-billed Dowitcher,Limnodromus scolopaceus,
Wilson's Snipe,Gallinago delicata,
Red Phalarope,Phalaropus fulicarius,
Red-necked Phalarope,Phalaropus lobatus,
Spotted Sandpiper,Actitis macularius,
Solitary Sandpiper,Tringa solitaria,
Wandering Tattler,Tringa incana,
Lesser Yellowlegs,Tringa flavipes,
Greater Yellowlegs,Tringa melanoleuca,
Ruddy Turnstone,Arenaria interpres,
Black Turnstone,Arenaria melanocephala,Breeding endemic
Red Knot,Calidris canutus,
Surfbird,Calidris virgata,
Sharp-tailed Sandpiper,Calidris acuminata,
Curlew Sandpiper,Calidris ferruginea,Rare/Accidental
Stilt Sandpiper,Calidris himantopus,
Red-necked Stint,Calidris ruficollis,
Buff-breasted Sandpiper,Calidris subruficollis,Rare/Accidental
Sanderling,Calidris alba,
Dunlin,Calidris alpina,
Rock Sandpiper,Calidris ptilocnemis,
Baird's Sandpiper,Calidris bairdii,
Least Sandpiper,Calidris minutilla,
Pectoral Sandpiper,Calidris melanotos,
Western Sandpiper,Calidris mauri,
Semipalmated Sandpiper,Calidris pusilla,
,,
CHARADRIIFORMES: Stercorariidae,,
Long-tailed Jaeger,Stercorarius longicaudus,
Parasitic Jaeger,Stercorarius parasiticus,
Pomarine Jaeger,Stercorarius pomarinus,
South Polar Skua,Stercorarius maccormicki,Rare/Accidental
,,
CHARADRIIFORMES: Alcidae,,
Rhinoceros Auklet,Cerorhinca monocerata,
Tufted Puffin,Fratercula cirrhata,
Horned Puffin,Fratercula corniculata,
Cassin's Auklet,Ptychoramphus aleuticus,
Parakeet Auklet,Aethia psittacula,
Kittlitz's Murrelet,Brachyramphus brevirostris,
Marbled Murrelet,Brachyramphus marmoratus,
Pigeon Guillemot,Cepphus columba,
Thick-billed Murre,Uria lomvia,
Common Murre,Uria aalge,
Ancient Murrelet,Synthliboramphus antiquus,
,,
CHARADRIIFORMES: Laridae,,
Ross's Gull,Rhodostethia rosea,
Black-legged Kittiwake,Rissa tridactyla,
Ivory Gull,Pagophila eburnea,
Sabine's Gull,Xema sabini,
Bonaparte's Gull,Chroicocephalus philadelphia,
Franklin's Gull,Leucophaeus pipixcan,Rare/Accidental
Heermann's Gull,Larus heermanni,Rare/Accidental
Short-billed Gull,Larus brachyrhynchus,
Ring-billed Gull,Larus delawarensis,Rare/Accidental
Herring Gull,Larus argentatus,
Glaucous Gull,Larus hyperboreus,
California Gull,Larus californicus,
Glaucous-winged Gull,Larus glaucescens,
Slaty-backed Gull,Larus schistisagus,
Iceland Gull,Larus glaucoides,
Aleutian Tern,Onychoprion aleuticus,
Caspian Tern,Hydroprogne caspia,Rare/Accidental
Black Tern,Chlidonias niger,Rare/Accidental
Arctic Tern,Sterna paradisaea,
Common Tern,Sterna hirundo,Rare/Accidental
,,
GAVIIFORMES: Gaviidae,,
Red-throated Loon,Gavia stellata,
Pacific Loon,Gavia pacifica,
Common Loon,Gavia immer,
Yellow-billed Loon,Gavia adamsii,
,,
PROCELLARIIFORMES: Diomedeidae,,
Laysan Albatross,Phoebastria immutabilis,
Black-footed Albatross,Phoebastria nigripes,
,,
PROCELLARIIFORMES: Hydrobatidae,,
Fork-tailed Storm-Petrel,Hydrobates furcatus,
Leach's Storm-Petrel,Hydrobates leucorhous,
,,
PROCELLARIIFORMES: Procellariidae,,
Northern Fulmar,Fulmarus glacialis,
Pink-footed Shearwater,Ardenna creatopus,Rare/Accidental
Sooty Shearwater,Ardenna grisea,
Short-tailed Shearwater,Ardenna tenuirostris,
Manx Shearwater,Puffinus puffinus,
,,
SULIFORMES: Sulidae,,
Nazca Booby,Sula granti,Rare/Accidental
,,
SULIFORMES: Phalacrocoracidae,,
Pelagic Cormorant,Urile pelagicus,
Double-crested Cormorant,Nannopterum auritum,
,,
PELECANIFORMES: Ardeidae,,
American Bittern,Botaurus lentiginosus,Rare/Accidental
Western Cattle Egret,Bubulcus ibis,Rare/Accidental
Great Egret,Ardea alba,Rare/Accidental
Great Blue Heron,Ardea herodias,
,,
ACCIPITRIFORMES: Pandionidae,,
Osprey,Pandion haliaetus,
,,
ACCIPITRIFORMES: Accipitridae,,
Golden Eagle,Aquila chrysaetos,
Northern Harrier,Circus hudsonius,
Sharp-shinned Hawk,Accipiter striatus,
American Goshawk,Accipiter atricapillus,
Bald Eagle,Haliaeetus leucocephalus,
Swainson's Hawk,Buteo swainsoni,Rare/Accidental
Red-tailed Hawk,Buteo jamaicensis,
Rough-legged Hawk,Buteo lagopus,
,,
STRIGIFORMES: Strigidae,,
Western Screech-Owl,Megascops kennicottii,
Snowy Owl,Bubo scandiacus,
Great Horned Owl,Bubo virginianus,
Northern Hawk Owl,Surnia ulula,
Northern Pygmy-Owl,Glaucidium gnoma,
Barred Owl,Strix varia,
Great Gray Owl,Strix nebulosa,
Short-eared Owl,Asio flammeus,
Boreal Owl,Aegolius funereus,
Northern Saw-whet Owl,Aegolius acadicus,
,,
CORACIIFORMES: Alcedinidae,,
Belted Kingfisher,Megaceryle alcyon,
,,
PICIFORMES: Picidae,,
Yellow-bellied Sapsucker,Sphyrapicus varius,Rare/Accidental
Red-breasted Sapsucker,Sphyrapicus ruber,
American Three-toed Woodpecker,Picoides dorsalis,
Downy Woodpecker,Dryobates pubescens,
Hairy Woodpecker,Dryobates villosus,
Northern Flicker,Colaptes auratus,
,,
FALCONIFORMES: Falconidae,,
American Kestrel,Falco sparverius,
Merlin,Falco columbarius,
Gyrfalcon,Falco rusticolus,
Peregrine Falcon,Falco peregrinus,
,,
PASSERIFORMES: Tyrannidae,,
Olive-sided Flycatcher,Contopus cooperi,
Western Wood-Pewee,Contopus sordidulus,
Alder Flycatcher,Empidonax alnorum,
Hammond's Flycatcher,Empidonax hammondii,
Western Flycatcher,Empidonax difficilis,
Say's Phoebe,Sayornis saya,
Western Kingbird,Tyrannus verticalis,Rare/Accidental
Eastern Kingbird,Tyrannus tyrannus,Rare/Accidental
Scissor-tailed Flycatcher,Tyrannus forficatus,Rare/Accidental
,,
PASSERIFORMES: Vireonidae,,
Warbling Vireo,Vireo gilvus,
,,
PASSERIFORMES: Laniidae,,
Northern Shrike,Lanius borealis,
,,
PASSERIFORMES: Corvidae,,
Canada Jay,Perisoreus canadensis,
Steller's Jay,Cyanocitta stelleri,
Black-billed Magpie,Pica hudsonia,
Clark's Nutcracker,Nucifraga columbiana,Rare/Accidental
American Crow,Corvus brachyrhynchos,
Common Raven,Corvus corax,
,,
PASSERIFORMES: Paridae,,
Black-capped Chickadee,Poecile atricapillus,
Chestnut-backed Chickadee,Poecile rufescens,
,,
PASSERIFORMES: Alaudidae,,
Horned Lark,Eremophila alpestris,
,,
PASSERIFORMES: Hirundinidae,,
Bank Swallow,Riparia riparia,
Tree Swallow,Tachycineta bicolor,
Violet-green Swallow,Tachycineta thalassina,
Northern Rough-winged Swallow,Stelgidopteryx serripennis,Rare/Accidental
Barn Swallow,Hirundo rustica,
Cliff Swallow,Petrochelidon pyrrhonota,
,,
PASSERIFORMES: Regulidae,,
Ruby-crowned Kinglet,Corthylio calendula,
Golden-crowned Kinglet,Regulus satrapa,
,,
PASSERIFORMES: Sittidae,,
Red-breasted Nuthatch,Sitta canadensis,
,,
PASSERIFORMES: Certhiidae,,
Brown Creeper,Certhia americana,
,,
PASSERIFORMES: Troglodytidae,,
Pacific Wren,Troglodytes pacificus,
,,
PASSERIFORMES: Cinclidae,,
American Dipper,Cinclus mexicanus,
,,
PASSERIFORMES: Sturnidae,,
European Starling,Sturnus vulgaris,Introduced species
,,
PASSERIFORMES: Turdidae,,
Mountain Bluebird,Sialia currucoides,Rare/Accidental
Townsend's Solitaire,Myadestes townsendi,
Varied Thrush,Ixoreus naevius,
Gray-cheeked Thrush,Catharus minimus,
Swainson's Thrush,Catharus ustulatus,
Hermit Thrush,Catharus guttatus,
American Robin,Turdus migratorius,
,,
PASSERIFORMES: Bombycillidae,,
Bohemian Waxwing,Bombycilla garrulus,
Cedar Waxwing,Bombycilla cedrorum,
,,
PASSERIFORMES: Motacillidae,,
White Wagtail,Motacilla alba,
Red-throated Pipit,Anthus cervinus,
American Pipit,Anthus rubescens,
,,
PASSERIFORMES: Fringillidae,,
Pine Grosbeak,Pinicola enucleator,
Gray-crowned Rosy-Finch,Leucosticte tephrocotis,
Common Redpoll,Acanthis flammea,
Hoary Redpoll,Acanthis hornemanni,
Red Crossbill,Loxia curvirostra,
White-winged Crossbill,Loxia leucoptera,
Pine Siskin,Spinus pinus,
,,
PASSERIFORMES: Calcariidae,,
Lapland Longspur,Calcarius lapponicus,
Smith's Longspur,Calcarius pictus,
Snow Bunting,Plectrophenax nivalis,
McKay's Bunting,Plectrophenax hyperboreus,Endemic (country/region)
,,
PASSERIFORMES: Passerellidae,,
Chipping Sparrow,Spizella passerina,
American Tree Sparrow,Spizelloides arborea,
Fox Sparrow,Passerella iliaca,
Dark-eyed Junco,Junco hyemalis,
White-crowned Sparrow,Zonotrichia leucophrys,
Golden-crowned Sparrow,Zonotrichia atricapilla,
Harris's Sparrow,Zonotrichia querula,Rare/Accidental
White-throated Sparrow,Zonotrichia albicollis,Rare/Accidental
Savannah Sparrow,Passerculus sandwichensis,
Song Sparrow,Melospiza melodia,
Lincoln's Sparrow,Melospiza lincolnii,
Swamp Sparrow,Melospiza georgiana,Rare/Accidental
,,
PASSERIFORMES: Icteridae,,
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Rare/Accidental
Red-winged Blackbird,Agelaius phoeniceus,
Brown-headed Cowbird,Molothrus ater,Rare/Accidental
Rusty Blackbird,Euphagus carolinus,
,,
PASSERIFORMES: Parulidae,,
Northern Waterthrush,Parkesia noveboracensis,
Tennessee Warbler,Leiothlypis peregrina,Rare/Accidental
Orange-crowned Warbler,Leiothlypis celata,
MacGillivray's Warbler,Geothlypis tolmiei,
Common Yellowthroat,Geothlypis trichas,
American Redstart,Setophaga ruticilla,
Yellow Warbler,Setophaga petechia,
Blackpoll Warbler,Setophaga striata,
Palm Warbler,Setophaga palmarum,Rare/Accidental
Yellow-rumped Warbler,Setophaga coronata,
Yellow-throated Warbler,Setophaga dominica,Rare/Accidental
Townsend's Warbler,Setophaga townsendi,
Wilson's Warbler,Cardellina pusilla,
,,
PASSERIFORMES: Cardinalidae,,
Western Tanager,Piranga ludoviciana,
Black-headed Grosbeak,Pheucticus melanocephalus,Rare/Accidental
Emperor Goose,Anser canagicus,
Snow Goose,Anser caerulescens,
Greater White-fronted Goose,Anser albifrons,
Brant,Branta bernicla,
Cackling Goose,Branta hutchinsii,
Canada Goose,Branta canadensis,
Trumpeter Swan,Cygnus buccinator,
Tundra Swan,Cygnus columbianus,
Wood Duck,Aix sponsa,Rare/Accidental
Blue-winged Teal,Spatula discors,
Cinnamon Teal,Spatula cyanoptera,Rare/Accidental
Northern Shoveler,Spatula clypeata,
Gadwall,Mareca strepera,
Eurasian Wigeon,Mareca penelope,
American Wigeon,Mareca americana,
Mallard,Anas platyrhynchos,
American Black Duck,Anas rubripes,Rare/Accidental
Northern Pintail,Anas acuta,
Green-winged Teal,Anas crecca,
Canvasback,Aythya valisineria,
Redhead,Aythya americana,
Ring-necked Duck,Aythya collaris,
Tufted Duck,Aythya fuligula,Rare/Accidental
Greater Scaup,Aythya marila,
Lesser Scaup,Aythya affinis,
King Eider,Somateria spectabilis,
Common Eider,Somateria mollissima,
Harlequin Duck,Histrionicus histrionicus,
Surf Scoter,Melanitta perspicillata,
White-winged Scoter,Melanitta deglandi,
Black Scoter,Melanitta americana,
Long-tailed Duck,Clangula hyemalis,
Bufflehead,Bucephala albeola,
Common Goldeneye,Bucephala clangula,
Barrow's Goldeneye,Bucephala islandica,
Hooded Merganser,Lophodytes cucullatus,
Common Merganser,Mergus merganser,
Red-breasted Merganser,Mergus serrator,
Ruddy Duck,Oxyura jamaicensis,
,,
GALLIFORMES: Phasianidae,,
Sooty Grouse,Dendragapus fuliginosus,
White-tailed Ptarmigan,Lagopus leucura,
Willow Ptarmigan,Lagopus lagopus,
Rock Ptarmigan,Lagopus muta,
,,
PODICIPEDIFORMES: Podicipedidae,,
Pied-billed Grebe,Podilymbus podiceps,Rare/Accidental
Horned Grebe,Podiceps auritus,
Red-necked Grebe,Podiceps grisegena,
Western Grebe,Aechmophorus occidentalis,
,,
COLUMBIFORMES: Columbidae,,
Band-tailed Pigeon,Patagioenas fasciata,Rare/Accidental
Eurasian Collared-Dove,Streptopelia decaocto,Rare/Accidental
Mourning Dove,Zenaida macroura,Rare/Accidental
,,
CAPRIMULGIFORMES: Caprimulgidae,,
Common Nighthawk,Chordeiles minor,Rare/Accidental
,,
CAPRIMULGIFORMES: Apodidae,,
Vaux's Swift,Chaetura vauxi,
,,
CAPRIMULGIFORMES: Trochilidae,,
Anna's Hummingbird,Calypte anna,
Rufous Hummingbird,Selasphorus rufus,
,,
GRUIFORMES: Rallidae,,
Sora,Porzana carolina,Rare/Accidental
American Coot,Fulica americana,
,,
GRUIFORMES: Gruidae,,
Sandhill Crane,Antigone canadensis,
,,
CHARADRIIFORMES: Haematopodidae,,
Black Oystercatcher,Haematopus bachmani,
,,
CHARADRIIFORMES: Charadriidae,,
Black-bellied Plover,Pluvialis squatarola,
American Golden-Plover,Pluvialis dominica,
Pacific Golden-Plover,Pluvialis fulva,
Killdeer,Charadrius vociferus,
Semipalmated Plover,Charadrius semipalmatus,
,,
CHARADRIIFORMES: Scolopacidae,,
Upland Sandpiper,Bartramia longicauda,
Bristle-thighed Curlew,Numenius tahitiensis,Rare/Accidental
Whimbrel,Numenius phaeopus,
Bar-tailed Godwit,Limosa lapponica,
Hudsonian Godwit,Limosa haemastica,
Marbled Godwit,Limosa fedoa,
Short-billed Dowitcher,Limnodromus griseus,
Long-billed Dowitcher,Limnodromus scolopaceus,
Wilson's Snipe,Gallinago delicata,
Red Phalarope,Phalaropus fulicarius,
Red-necked Phalarope,Phalaropus lobatus,
Spotted Sandpiper,Actitis macularius,
Solitary Sandpiper,Tringa solitaria,
Wandering Tattler,Tringa incana,
Lesser Yellowlegs,Tringa flavipes,
Greater Yellowlegs,Tringa melanoleuca,
Ruddy Turnstone,Arenaria interpres,
Black Turnstone,Arenaria melanocephala,Breeding endemic
Red Knot,Calidris canutus,
Surfbird,Calidris virgata,
Sharp-tailed Sandpiper,Calidris acuminata,
Curlew Sandpiper,Calidris ferruginea,Rare/Accidental
Stilt Sandpiper,Calidris himantopus,
Red-necked Stint,Calidris ruficollis,
Buff-breasted Sandpiper,Calidris subruficollis,Rare/Accidental
Sanderling,Calidris alba,
Dunlin,Calidris alpina,
Rock Sandpiper,Calidris ptilocnemis,
Baird's Sandpiper,Calidris bairdii,
Least Sandpiper,Calidris minutilla,
Pectoral Sandpiper,Calidris melanotos,
Western Sandpiper,Calidris mauri,
Semipalmated Sandpiper,Calidris pusilla,
,,
CHARADRIIFORMES: Stercorariidae,,
Long-tailed Jaeger,Stercorarius longicaudus,
Parasitic Jaeger,Stercorarius parasiticus,
Pomarine Jaeger,Stercorarius pomarinus,
South Polar Skua,Stercorarius maccormicki,Rare/Accidental
,,
CHARADRIIFORMES: Alcidae,,
Rhinoceros Auklet,Cerorhinca monocerata,
Tufted Puffin,Fratercula cirrhata,
Horned Puffin,Fratercula corniculata,
Cassin's Auklet,Ptychoramphus aleuticus,
Parakeet Auklet,Aethia psittacula,
Kittlitz's Murrelet,Brachyramphus brevirostris,
Marbled Murrelet,Brachyramphus marmoratus,
Pigeon Guillemot,Cepphus columba,
Thick-billed Murre,Uria lomvia,
Common Murre,Uria aalge,
Ancient Murrelet,Synthliboramphus antiquus,
,,
CHARADRIIFORMES: Laridae,,
Ross's Gull,Rhodostethia rosea,
Black-legged Kittiwake,Rissa tridactyla,
Ivory Gull,Pagophila eburnea,
Sabine's Gull,Xema sabini,
Bonaparte's Gull,Chroicocephalus philadelphia,
Franklin's Gull,Leucophaeus pipixcan,Rare/Accidental
Heermann's Gull,Larus heermanni,Rare/Accidental
Short-billed Gull,Larus brachyrhynchus,
Ring-billed Gull,Larus delawarensis,Rare/Accidental
Herring Gull,Larus argentatus,
Glaucous Gull,Larus hyperboreus,
California Gull,Larus californicus,
Glaucous-winged Gull,Larus glaucescens,
Slaty-backed Gull,Larus schistisagus,
Iceland Gull,Larus glaucoides,
Aleutian Tern,Onychoprion aleuticus,
Caspian Tern,Hydroprogne caspia,Rare/Accidental
Black Tern,Chlidonias niger,Rare/Accidental
Arctic Tern,Sterna paradisaea,
Common Tern,Sterna hirundo,Rare/Accidental
,,
GAVIIFORMES: Gaviidae,,
Red-throated Loon,Gavia stellata,
Pacific Loon,Gavia pacifica,
Common Loon,Gavia immer,
Yellow-billed Loon,Gavia adamsii,
,,
PROCELLARIIFORMES: Diomedeidae,,
Laysan Albatross,Phoebastria immutabilis,
Black-footed Albatross,Phoebastria nigripes,
,,
PROCELLARIIFORMES: Hydrobatidae,,
Fork-tailed Storm-Petrel,Hydrobates furcatus,
Leach's Storm-Petrel,Hydrobates leucorhous,
,,
PROCELLARIIFORMES: Procellariidae,,
Northern Fulmar,Fulmarus glacialis,
Pink-footed Shearwater,Ardenna creatopus,Rare/Accidental
Sooty Shearwater,Ardenna grisea,
Short-tailed Shearwater,Ardenna tenuirostris,
Manx Shearwater,Puffinus puffinus,
,,
SULIFORMES: Sulidae,,
Nazca Booby,Sula granti,Rare/Accidental
,,
SULIFORMES: Phalacrocoracidae,,
Pelagic Cormorant,Urile pelagicus,
Double-crested Cormorant,Nannopterum auritum,
,,
PELECANIFORMES: Ardeidae,,
American Bittern,Botaurus lentiginosus,Rare/Accidental
Western Cattle Egret,Bubulcus ibis,Rare/Accidental
Great Egret,Ardea alba,Rare/Accidental
Great Blue Heron,Ardea herodias,
,,
ACCIPITRIFORMES: Pandionidae,,
Osprey,Pandion haliaetus,
,,
ACCIPITRIFORMES: Accipitridae,,
Golden Eagle,Aquila chrysaetos,
Northern Harrier,Circus hudsonius,
Sharp-shinned Hawk,Accipiter striatus,
American Goshawk,Accipiter atricapillus,
Bald Eagle,Haliaeetus leucocephalus,
Swainson's Hawk,Buteo swainsoni,Rare/Accidental
Red-tailed Hawk,Buteo jamaicensis,
Rough-legged Hawk,Buteo lagopus,
,,
STRIGIFORMES: Strigidae,,
Western Screech-Owl,Megascops kennicottii,
Snowy Owl,Bubo scandiacus,
Great Horned Owl,Bubo virginianus,
Northern Hawk Owl,Surnia ulula,
Northern Pygmy-Owl,Glaucidium gnoma,
Barred Owl,Strix varia,
Great Gray Owl,Strix nebulosa,
Short-eared Owl,Asio flammeus,
Boreal Owl,Aegolius funereus,
Northern Saw-whet Owl,Aegolius acadicus,
,,
CORACIIFORMES: Alcedinidae,,
Belted Kingfisher,Megaceryle alcyon,
,,
PICIFORMES: Picidae,,
Yellow-bellied Sapsucker,Sphyrapicus varius,Rare/Accidental
Red-breasted Sapsucker,Sphyrapicus ruber,
American Three-toed Woodpecker,Picoides dorsalis,
Downy Woodpecker,Dryobates pubescens,
Hairy Woodpecker,Dryobates villosus,
Northern Flicker,Colaptes auratus,
,,
FALCONIFORMES: Falconidae,,
American Kestrel,Falco sparverius,
Merlin,Falco columbarius,
Gyrfalcon,Falco rusticolus,
Peregrine Falcon,Falco peregrinus,
,,
PASSERIFORMES: Tyrannidae,,
Olive-sided Flycatcher,Contopus cooperi,
Western Wood-Pewee,Contopus sordidulus,
Alder Flycatcher,Empidonax alnorum,
Hammond's Flycatcher,Empidonax hammondii,
Western Flycatcher,Empidonax difficilis,
Say's Phoebe,Sayornis saya,
Western Kingbird,Tyrannus verticalis,Rare/Accidental
Eastern Kingbird,Tyrannus tyrannus,Rare/Accidental
Scissor-tailed Flycatcher,Tyrannus forficatus,Rare/Accidental
,,
PASSERIFORMES: Vireonidae,,
Warbling Vireo,Vireo gilvus,
,,
PASSERIFORMES: Laniidae,,
Northern Shrike,Lanius borealis,
,,
PASSERIFORMES: Corvidae,,
Canada Jay,Perisoreus canadensis,
Steller's Jay,Cyanocitta stelleri,
Black-billed Magpie,Pica hudsonia,
Clark's Nutcracker,Nucifraga columbiana,Rare/Accidental
American Crow,Corvus brachyrhynchos,
Common Raven,Corvus corax,
,,
PASSERIFORMES: Paridae,,
Black-capped Chickadee,Poecile atricapillus,
Chestnut-backed Chickadee,Poecile rufescens,
,,
PASSERIFORMES: Alaudidae,,
Horned Lark,Eremophila alpestris,
,,
PASSERIFORMES: Hirundinidae,,
Bank Swallow,Riparia riparia,
Tree Swallow,Tachycineta bicolor,
Violet-green Swallow,Tachycineta thalassina,
Northern Rough-winged Swallow,Stelgidopteryx serripennis,Rare/Accidental
Barn Swallow,Hirundo rustica,
Cliff Swallow,Petrochelidon pyrrhonota,
,,
PASSERIFORMES: Regulidae,,
Ruby-crowned Kinglet,Corthylio calendula,
Golden-crowned Kinglet,Regulus satrapa,
,,
PASSERIFORMES: Sittidae,,
Red-breasted Nuthatch,Sitta canadensis,
,,
PASSERIFORMES: Certhiidae,,
Brown Creeper,Certhia americana,
,,
PASSERIFORMES: Troglodytidae,,
Pacific Wren,Troglodytes pacificus,
,,
PASSERIFORMES: Cinclidae,,
American Dipper,Cinclus mexicanus,
,,
PASSERIFORMES: Sturnidae,,
European Starling,Sturnus vulgaris,Introduced species
,,
PASSERIFORMES: Turdidae,,
Mountain Bluebird,Sialia currucoides,Rare/Accidental
Townsend's Solitaire,Myadestes townsendi,
Varied Thrush,Ixoreus naevius,
Gray-cheeked Thrush,Catharus minimus,
Swainson's Thrush,Catharus ustulatus,
Hermit Thrush,Catharus guttatus,
American Robin,Turdus migratorius,
,,
PASSERIFORMES: Bombycillidae,,
Bohemian Waxwing,Bombycilla garrulus,
Cedar Waxwing,Bombycilla cedrorum,
,,
PASSERIFORMES: Motacillidae,,
White Wagtail,Motacilla alba,
Red-throated Pipit,Anthus cervinus,
American Pipit,Anthus rubescens,
,,
PASSERIFORMES: Fringillidae,,
Pine Grosbeak,Pinicola enucleator,
Gray-crowned Rosy-Finch,Leucosticte tephrocotis,
Common Redpoll,Acanthis flammea,
Hoary Redpoll,Acanthis hornemanni,
Red Crossbill,Loxia curvirostra,
White-winged Crossbill,Loxia leucoptera,
Pine Siskin,Spinus pinus,
,,
PASSERIFORMES: Calcariidae,,
Lapland Longspur,Calcarius lapponicus,
Smith's Longspur,Calcarius pictus,
Snow Bunting,Plectrophenax nivalis,
McKay's Bunting,Plectrophenax hyperboreus,Endemic (country/region)
,,
PASSERIFORMES: Passerellidae,,
Chipping Sparrow,Spizella passerina,
American Tree Sparrow,Spizelloides arborea,
Fox Sparrow,Passerella iliaca,
Dark-eyed Junco,Junco hyemalis,
White-crowned Sparrow,Zonotrichia leucophrys,
Golden-crowned Sparrow,Zonotrichia atricapilla,
Harris's Sparrow,Zonotrichia querula,Rare/Accidental
White-throated Sparrow,Zonotrichia albicollis,Rare/Accidental
Savannah Sparrow,Passerculus sandwichensis,
Song Sparrow,Melospiza melodia,
Lincoln's Sparrow,Melospiza lincolnii,
Swamp Sparrow,Melospiza georgiana,Rare/Accidental
,,
PASSERIFORMES: Icteridae,,
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Rare/Accidental
Red-winged Blackbird,Agelaius phoeniceus,
Brown-headed Cowbird,Molothrus ater,Rare/Accidental
Rusty Blackbird,Euphagus carolinus,
,,
PASSERIFORMES: Parulidae,,
Northern Waterthrush,Parkesia noveboracensis,
Tennessee Warbler,Leiothlypis peregrina,Rare/Accidental
Orange-crowned Warbler,Leiothlypis celata,
MacGillivray's Warbler,Geothlypis tolmiei,
Common Yellowthroat,Geothlypis trichas,
American Redstart,Setophaga ruticilla,
Yellow Warbler,Setophaga petechia,
Blackpoll Warbler,Setophaga striata,
Palm Warbler,Setophaga palmarum,Rare/Accidental
Yellow-rumped Warbler,Setophaga coronata,
Yellow-throated Warbler,Setophaga dominica,Rare/Accidental
Townsend's Warbler,Setophaga townsendi,
Wilson's Warbler,Cardellina pusilla,
,,
PASSERIFORMES: Cardinalidae,,
Western Tanager,Piranga ludoviciana,
Black-headed Grosbeak,Pheucticus melanocephalus,Rare/Accidental
Snow Goose,Anser caerulescens,
Greater White-fronted Goose,Anser albifrons,
Brant,Branta bernicla,
Cackling Goose,Branta hutchinsii,
Canada Goose,Branta canadensis,
Trumpeter Swan,Cygnus buccinator,
Tundra Swan,Cygnus columbianus,
Blue-winged Teal,Spatula discors,
Northern Shoveler,Spatula clypeata,
Gadwall,Mareca strepera,
Eurasian Wigeon,Mareca penelope,
American Wigeon,Mareca americana,
Mallard,Anas platyrhynchos,
Northern Pintail,Anas acuta,
Green-winged Teal,Anas crecca,
Canvasback,Aythya valisineria,
Redhead,Aythya americana,
Ring-necked Duck,Aythya collaris,
Greater Scaup,Aythya marila,
Common Eider,Somateria mollissima,
Harlequin Duck,Histrionicus histrionicus,
Surf Scoter,Melanitta perspicillata,
White-winged Scoter,Melanitta deglandi,
Black Scoter,Melanitta americana,
Long-tailed Duck,Clangula hyemalis,
Bufflehead,Bucephala albeola,
Common Goldeneye,Bucephala clangula,
Barrow's Goldeneye,Bucephala islandica,
Hooded Merganser,Lophodytes cucullatus,
Common Merganser,Mergus merganser,
Red-breasted Merganser,Mergus serrator,
,,
GALLIFORMES: Phasianidae,,
Sooty Grouse,Dendragapus fuliginosus,
Willow Ptarmigan,Lagopus lagopus,
Rock Ptarmigan,Lagopus muta,
,,
PODICIPEDIFORMES: Podicipedidae,,
Horned Grebe,Podiceps auritus,
Red-necked Grebe,Podiceps grisegena,
,,
COLUMBIFORMES: Columbidae,,
Rock Pigeon,Columba livia,Introduced species
Eurasian Collared-Dove,Streptopelia decaocto,Rare/Accidental
Mourning Dove,Zenaida macroura,Rare/Accidental
,,
CAPRIMULGIFORMES: Trochilidae,,
Anna's Hummingbird,Calypte anna,Rare/Accidental
Rufous Hummingbird,Selasphorus rufus,
,,
GRUIFORMES: Rallidae,,
American Coot,Fulica americana,
,,
GRUIFORMES: Gruidae,,
Sandhill Crane,Antigone canadensis,
,,
CHARADRIIFORMES: Recurvirostridae,,
American Avocet,Recurvirostra americana,Rare/Accidental
,,
CHARADRIIFORMES: Haematopodidae,,
Black Oystercatcher,Haematopus bachmani,
,,
CHARADRIIFORMES: Charadriidae,,
Black-bellied Plover,Pluvialis squatarola,
American Golden-Plover,Pluvialis dominica,
Pacific Golden-Plover,Pluvialis fulva,
Killdeer,Charadrius vociferus,
Semipalmated Plover,Charadrius semipalmatus,
,,
CHARADRIIFORMES: Scolopacidae,,
Whimbrel,Numenius phaeopus,
Bar-tailed Godwit,Limosa lapponica,
Hudsonian Godwit,Limosa haemastica,
Marbled Godwit,Limosa fedoa,
Short-billed Dowitcher,Limnodromus griseus,
Long-billed Dowitcher,Limnodromus scolopaceus,
Wilson's Snipe,Gallinago delicata,
Red Phalarope,Phalaropus fulicarius,
