"","Language","CanonicalName","CommonName","IndexFG","n","ScientificName2023","Genus2023","Family2023","Order2023","ScientificName1974","Genus1974","Family1974","Order1974","ScientificName2021","ScientificNameV3","BeakLengthCulmen","BeakLengthNares","BeakWidth","BeakDepth","TarsusLength","WingLength","KippsDistance","Secondary","HandWingIndex","TailLength","Mass","IsoPer","zIsoPer","tSNE1per","tSNE2per","VarPer","IsoPhy","zIsoPhy","Iso23","zIso23","Iso74","zIso74","cBlack","cWhite","cYellow","cBlue","cRed","cGreen","cElaboration","cDiversity","IsoCol","zIsoCol","zcElaboration","zcDiversity","VarPhy"
"965","Zapotec","Spizella passerina","Chipping Sparrow","Zap.16",8,"Spizella passerina","Spizella","Passerellidae","Passeriformes","Spizella passerina","Spizella","Fringillidae","Passeriformes","Spizella passerina","Spizella passerina",13.1,7,4,4.9,16.3,68,16.3,51,24.2,56,12.2,0.46,-0.88,1.77970744536158,-2.79958484212759,0.68568509314057,19.33,-0.67,2,0.44,2,0.42,0.086677518,0.239435297,0.005446691,0,0.005321472,0,22.36681084,45,0.12,-0.99,-0.96,-0.17,86.5654522230619
"966","Zapotec","Petrochelidon pyrrhonota.2","Cliff Swallow","Zap.6",7,"Petrochelidon pyrrhonota","Petrochelidon","Hirundinidae","Passeriformes","Petrochelidon pyrrhonota","Petrochelidon","Hirundinidae","Passeriformes","Petrochelidon pyrrhonota","Petrochelidon pyrrhonota",11.3,5.9,4.5,3,12.6,109.3,54.2,56.4,49,49.2,21.6,0.69,-0.25,-0.813118943551796,-4.2663953410877,1.01780511723442,50.82,0.61,2,0.44,2,0.42,0.113829171,0.158206648,0.028294083,0.002171256,0.000183107,0,25.26965434,51,0.12,-0.98,-0.5,0.12,124.387593389047
"967","Zapotec","Pipilo ocai","Collared Towhee","Zap.22",1,"Pipilo ocai","Pipilo","Passerellidae","Passeriformes","Pipilo ocai","Pipilo","Fringillidae","Passeriformes","Pipilo ocai","Pipilo ocai",18.5,10.9,6.1,8.3,30.6,84.5,9.5,74.4,11.4,97.6,61,0.42,-1.01,-0.128065119072947,0.167213678937391,0,16.44,-0.79,1,-1.11,1,-1.01,0.152482064,0.088984031,0.001186068,2.89e-05,0.000289285,0.000115714,23.57301852,45,0.36,-0.48,-0.77,-0.17,0
"968","Zapotec","Columbina passerina","Common Ground Dove","Zap.23",2,"Columbina passerina","Columbina","Columbidae","Columbiformes","Columbina passerina","Columbina","Columbidae","Columbiformes","Columbina passerina","Columbina passerina",13.9,8.2,2.5,3.2,15.2,81.6,21.6,63.6,25.4,59.6,35.4,0.9,0.31,1.2667334347171,-2.57449716909238,0.524606722017936,29.89,-0.24,1,-1.11,2,0.42,0.039213072,0.135569347,0.030802363,0.0003644545,0,0,17.31317897,37.5,0.18,-0.86,-1.78,-0.54,29.8948712356686
"969","Zapotec","Corvus corax.4","Common Raven","Zap.24",1,"Corvus corax","Corvus","Corvidae","Passeriformes","Corvus corax","Corvus","Corvidae","Passeriformes","Corvus corax","Corvus corax",77,49.2,21.9,27.9,67.1,419.7,167.2,252.7,39.8,228.7,928,1.07,0.8,-1.24863039258038,6.9739699070428,0,36.51,0.02,2,0.44,2,0.42,0.409439239,0.020301952,0,0.158255432,0,0,34.49243054,23.5,0.88,0.65,0.99,-1.23,0
"970","Zapotec","Accipiter cooperii","Cooper's Hawk","Zap.25",7,"Accipiter cooperii","Accipiter","Accipitridae","Accipitriformes","Accipiter cooperii","Accipiter","Accipitridae","Falconiformes","Accipiter cooperii","Accipiter cooperii",25.4,13.9,8.6,13.2,62,241.2,77.8,163.5,32.3,188.4,429.7,0.9,0.32,-0.765402113536187,4.90583598689763,1.16329033657388,78.19,1.72,1,-1.11,1,-1.01,0.036854228,0.265141397,0.089212783,0,0.004335791,1.94e-05,23.65998872,61,0.5,-0.17,-0.76,0.61,116.600081446116
"971","Zapotec","Empidonax difficilis","Western Flycatcher","Zap.9",12,"Empidonax difficilis","Empidonax","Tyrannidae","Passeriformes","Empidonax difficilis","Empidonax","Tyrannidae","Passeriformes","Empidonax difficilis","Empidonax occidentalis",14.4,8.2,5.2,3.3,16,65,14.1,50.5,21.8,58.2,10.7,0.37,-1.14,1.4841331575559,-2.9020644869431,0.569812146870812,24.33,-0.47,1,-1.11,1,-1.01,0.182599555,0.091417176,0.120911264,2.48e-05,0,0,23.40704308,30.5,0.2,-0.82,-0.8,-0.88,85.6410786333007
"972","Zapotec","Oreothlypis superciliosa.1","Crescent-chested Warbler","Zap.7",6,"Oreothlypis superciliosa","Oreothlypis","Parulidae","Passeriformes","Parula superciliosa","Parula","Parulidae","Passeriformes","Oreothlypis superciliosa","Parula superciliosa",13.7,8.6,3.3,3.6,16.4,62.3,15.4,46.9,24.7,52.9,9,0.4,-1.06,1.98261196485002,-3.30475728618683,0.849208446178098,13.92,-0.89,2,0.44,2,0.42,0.053638168,0.166791247,0.118668969,0.0001031,0.001366085,0.001288759,28.43312163,63,0.32,-0.55,0.01,0.71,61.7411063584406
"973","Zapotec","Toxostoma curvirostre","Curve-billed Thrasher","Zap.26",2,"Toxostoma curvirostre","Toxostoma","Mimidae","Passeriformes","Toxostoma curvirostre","Toxostoma","Mimidae","Passeriformes","Toxostoma curvirostre","Toxostoma curvirostre",35.2,23.7,6.1,6.5,32.4,111.6,19.8,92.2,17.7,109.2,80.5,0.93,0.4,0.00871772228018207,2.5732278614822,0.778534023459841,26.94,-0.36,2,0.44,2,0.42,0.024063073,0.19838963,0.016008987,1.688e-05,0,0,17.69488591,33,0.33,-0.54,-1.71,-0.76,26.9448811529661
"974","Zapotec","Empidonax oberholseri","Dusky Flycatcher","Zap.9",12,"Empidonax oberholseri","Empidonax","Tyrannidae","Passeriformes","Empidonax oberholseri","Empidonax","Tyrannidae","Passeriformes","Empidonax oberholseri","Empidonax oberholseri",13.5,7.8,4.6,3.2,17.5,66.6,12.5,54.1,18.7,60.6,10.4,0.38,-1.1,1.36275238664305,-3.14513338323724,0.569812146870812,13.14,-0.93,1,-1.11,1,-1.01,0.14406015,0.192046784,0.078011696,1.67e-05,0,0,22.90309319,33,0.36,-0.48,-0.88,-0.76,85.6410786333007
"975","Zapotec","Phaeoptila sordida","Dusky Hummingbird","Zap.5",13,"Phaeoptila sordida","Phaeoptila","Trochilidae","Caprimulgiformes","Cynanthus sordidus","Cynanthus","Trochilidae","Apodiformes","Phaeoptila sordida","Cynanthus sordidus",23.4,18.7,2.3,1.9,4.3,56.1,36.4,19,65.8,32.6,4,0.61,-0.49,-1.28584692904395,-6.32264025124155,1.0313656948407,19.37,-0.67,2,0.44,2,0.42,0.298350714,0.074304169,0.008973695,9.86e-05,0.001134038,0.035845475,27.87243902,45,0.5,-0.18,-0.08,-0.17,36.254252622758
"976","Zapotec","Trogon elegans","Elegant Trogon","Zap.27",1,"Trogon elegans","Trogon","Trogonidae","Trogoniformes","Trogon elegans","Trogon","Trogonidae","Trogoniformes","Trogon elegans","Trogon elegans",19.6,12.3,9.1,9.9,14.6,130.7,51.7,79,39.5,160.6,70.9,0.41,-1.02,-0.629826517383708,2.54956641186881,0,35.5,-0.02,1,-1.11,1,-1.01,0.1207268375,0.2361469165,0.016933454,0.0001312105,0.144720638,0.066017009,33.87140466,81.166666665,1.33,1.6,0.89,1.6,0
"977","Zapotec","Micrathene whitneyi","Elf Owl","Zap.28",3,"Micrathene whitneyi","Micrathene","Strigidae","Strigiformes","Micrathene whitneyi","Micrathene","Strigidae","Strigiformes","Micrathene whitneyi","Micrathene whitneyi",12.9,8,5.2,7.4,20.1,108.2,32.5,75.8,30,47,41,1.03,0.7,0.182341813393068,-0.888236436097789,0.828923161853077,35.38,-0.02,2,0.44,2,0.42,0.103594845,0.171399503,0.022722134,2.26e-05,0,6.78e-05,21.6348296,53,0.17,-0.88,-1.08,0.22,94.0457689880918
"978","Zapotec","Lamprolaima rhami","Garnet-throated Hummingbird","Zap.5",13,"Lamprolaima rhami","Lamprolaima","Trochilidae","Caprimulgiformes","Lamprolaima rhami","Lamprolaima","Trochilidae","Apodiformes","Lamprolaima rhami","Lamprolaima rhami",21.1,15.4,2.3,2.2,3.4,78,47.5,30.3,61,46.8,7.8,0.92,0.38,-1.2668187025934,-6.073505531389,1.0313656948407,14.75,-0.86,2,0.44,2,0.42,0.338402076,0.026547388,0.002340815,0.010996389,0.072528988,0.334047071,40.06027953,117,1.12,1.15,1.88,3.35,36.254252622758
"979","Zapotec","Ptiliogonys cinereus.1","Gray Silky-flycatcher","Zap.29",1,"Ptiliogonys cinereus","Ptiliogonys","Ptiliogonatidae","Passeriformes","Ptilogonys cinereus","Ptilogonys","Ptilogonatidae","Passeriformes","Ptiliogonys cinereus","Ptilogonys cinereus",14.6,6.7,4.4,4.2,16.7,92.6,22.2,70.5,24,98.2,33.6,0.54,-0.67,0.631085313291909,-1.25521607292142,0,50.06,0.58,3,1.99,3,1.86,0.142645154,0.191685073,0.022539122,6.04e-05,0,0.000212558,27.13616948,44,0.32,-0.55,-0.2,-0.22,0
"980","Zapotec","Melanerpes hypopolius","Gray-breasted Woodpecker","Zap.1",7,"Melanerpes hypopolius","Melanerpes","Picidae","Piciformes","Centurus hypopolius","Centurus","Picidae","Piciformes","Melanerpes hypopolius","Melanerpes hypopolius",23,17.7,5.7,5.4,19.2,125.2,34.5,90.8,27.6,90.2,52.4,0.71,-0.19,0.0711205888846322,1.51984646005159,1.10752329841994,76.48,1.65,1,-1.11,2,0.42,0.229031209,0.291666667,0.106577807,0,0.007693975,0,30.72305956,43,0.26,-0.69,0.38,-0.27,112.693753986054
"981","Zapotec","Anser anser","Graylag Goose","Zap.30",2,"Anser anser","Anser","Anatidae","Anseriformes","Anser anser","Anser","Anatidae","Anseriformes","Anser anser","Anser anser",61.2,31.8,22.5,21.6,76.2,435.7,204.7,229.4,47.2,136.1,3302.4,0.96,0.49,-1.2989583857752,6.84839946235719,0.479140933561919,5.8,-1.23,1,-1.11,1,-1.01,0.264637253,0.112166641,0.000287162,0,0.004815118,9.68e-06,23.84988611,35.25,0.1,-1.02,-0.73,-0.65,5.79981551153274
"982","Zapotec","Quiscalus mexicanus.1","Great-tailed Grackle","Zap.31",1,"Quiscalus mexicanus","Quiscalus","Icteridae","Passeriformes","Cassidix mexicanus","Cassidix","Icteridae","Passeriformes","Quiscalus mexicanus","Quiscalus mexicanus",43.3,29.2,8.2,11.5,47.9,168.6,46,126.4,26.8,170.1,160.5,1.13,0.96,-0.834872011061287,4.59305075137318,0,40.25,0.18,2,0.44,2,0.42,0.257836565,0.034245334,0,0.305490125,0,0,34.13725697,29,2.09,3.22,0.93,-0.96,0
"983","Zapotec","Contopus pertinax.1","Greater Pewee","Zap.32",1,"Contopus pertinax","Contopus","Tyrannidae","Passeriformes","Contopus pertinas","Contopus","Tyrannidae","Passeriformes","Contopus pertinax","Contopus pertinax",23,13.4,7.8,5.6,17,108.3,30,77.6,28.3,83,27.2,0.66,-0.34,0.269677332332271,0.915894991488986,0,16.68,-0.78,2,0.44,2,0.42,0.169926049,0.016692978,0.014566848,4.58e-05,0,0,19.46329382,32,0.4,-0.39,-1.43,-0.81,0
"984","Zapotec","Ramosomyia viridifrons","Green-fronted Hummingbird","Zap.5",13,"Ramosomyia viridifrons","Ramosomyia","Trochilidae","Caprimulgiformes","Amazilia viridifrons","Amazilia","Trochilidae","Apodiformes","Leucolia viridifrons","Amazilia viridifrons",23.9,21.1,3,2.4,4.5,56.2,36.3,19.9,64.6,31.8,6.3,0.62,-0.44,-1.28852921269572,-6.23698274661778,1.0313656948407,23.15,-0.52,2,0.44,1,-1.01,0.299527404,0.1185534525,0.005375111,4.592e-05,0.020239778,0.0439089515,31.305372745,78.5,0.5,-0.18,0.47,1.47,36.254252622758
"985","Zapotec","Anas crecca.3","Green-winged Teal","Zap.4",7,"Anas crecca","Anas","Anatidae","Anseriformes","Anas crecca","Anas","Anatidae","Anseriformes","Anas crecca","Anas crecca",36.2,29.2,11.8,11.4,26.4,178.8,95.1,84.2,53.1,61.5,341.9,0.72,-0.18,-1.32680734022133,4.6050588278398,1.15779888580726,13.59,-0.91,1,-1.11,1,-1.01,0.206920252,0.178995203,0.015073704,2.61e-05,0.032309575,0.008657994,25.71560367,55,0.47,-0.24,-0.43,0.32,25.5066070388323
"986","Zapotec","Dryobates villosus.2","Hairy Woodpecker","Zap.1",7,"Dryobates villosus","Dryobates","Picidae","Piciformes","Dendrocopos villosus","Dendrocopos","Picidae","Piciformes","Dryobates villosus","Picoides villosus",31.6,24.1,8.2,8.1,23.1,126.7,32.4,95.5,25.3,81.7,62.7,0.58,-0.57,-0.138381154843513,2.56059633872644,1.10752329841994,30.82,-0.21,1,-1.11,1,-1.01,0.365888636,0.447862064,9.89e-05,0,0,0,38.4496125,17,1.19,1.31,1.62,-1.55,112.693753986054
"987","Zapotec","Setophaga occidentalis.1","Hermit Warbler","Zap.9",12,"Setophaga occidentalis","Setophaga","Parulidae","Passeriformes","Dendroica occidentalis","Dendroica","Parulidae","Passeriformes","Setophaga occidentalis","Dendroica occidentalis",12.4,7.7,3.2,3.6,17.8,66.9,18,48.8,26.9,52.4,10.4,0.28,-1.4,2.00592805625124,-3.20887608125825,0.569812146870812,12.8,-0.94,1,-1.11,1,-1.01,0.116891311,0.293834241,0.121479782,0.000602237,0,0.001376541,32.20116797,53,0.24,-0.72,0.62,0.22,85.6410786333007
"988","Zapotec","Eremophila alpestris.2","Horned Lark","Zap.33",1,"Eremophila alpestris","Eremophila","Alaudidae","Passeriformes","Eremophila alpestris","Eremophila","Alaudidae","Passeriformes","Eremophila alpestris","Eremophila alpestris",13.9,9.2,4.2,5,23.5,108.1,41.7,66.2,38.6,71.4,33.3,0.91,0.36,-0.084192981374826,-0.718081192642125,0,40.01,0.17,3,1.99,3,1.86,0.0999528705,0.2771299445,0.1123179195,5.6795e-05,1.405e-06,7.095e-06,26.939180425,34.833333335,0.18,-0.86,-0.23,-0.67,0
"989","Zapotec","Haemorhous mexicanus","House Finch","Zap.11",4,"Haemorhous mexicanus","Haemorhous","Fringillidae","Passeriformes","Carpodacus mexicanus","Carpodacus","Fringillidae","Passeriformes","Haemorhous mexicanus","Carpodacus mexicanus",10.6,8.4,6.6,8.2,17.4,77.2,21.2,55.8,27.5,66.2,21.4,0.58,-0.55,0.654389821249966,-1.48131685530711,0.955785578280306,46.06,0.41,2,0.44,2,0.42,0.046971599,0.098254258,0.040031267,0.000142123,0.063268352,0,18.59603309,52,0.87,0.61,-1.57,0.17,57.6078531979566
"990","Zapotec","Vireo huttoni.1","Hutton's Vireo","Zap.16",8,"Vireo huttoni","Vireo","Vireonidae","Passeriformes","Vireo huttoni","Vireo","Vireonidae","Passeriformes","Vireo huttoni","Vireo huttoni",13.1,6.9,3.7,3.8,19.5,63.2,10.8,52.6,17,49.1,11.3,0.51,-0.76,1.40615559374945,-3.68546483172559,0.68568509314057,32.94,-0.12,1,-1.11,1,-1.01,0.097034508,0.090262967,0.081887071,4.81e-05,0,1.15e-05,23.71855106,31,0.17,-0.88,-0.75,-0.86,86.5654522230619
"991","Zapotec","Columbina inca.1","Inca Dove","Zap.23",2,"Columbina inca","Columbina","Columbidae","Columbiformes","Scardafella inca","Scardafella","Columbidae","Columbiformes","Columbina inca","Columbina inca",16.1,7.1,3.5,3.8,15.5,92.5,24.2,69,26,88.7,47.5,0.54,-0.67,0.607897285740183,-1.35461147060833,0.524606722017936,29.89,-0.24,1,-1.11,2,0.42,0.218392291,0.053159154,0.006984414,6.46e-05,0,0,19.7018122,30,0.34,-0.51,-1.39,-0.91,29.8948712356686
"992","Zapotec","Sarcoramphus papa.1","King Vulture","Zap.8",3,"Sarcoramphus papa","Sarcoramphus","Cathartidae","Cathartiformes","Sarcoramphus papa","Sarcoramphus","Cathartidae","Falconiformes","Sarcoramphus papa","Sarcoramphus papa",61.9,46,22.8,30.6,89.9,508.2,191.6,317.6,37.6,239,3400,1.07,0.8,-1.24936948625346,7.11016404869494,1.0922889541018,76.47,1.65,2,0.44,2,0.42,0.414924063,0.293554262,0.011203616,0,0.010748317,0,33.49421908,58,0.47,-0.23,0.83,0.46,68.1357925114558
"993","Zapotec","Dryobates scalaris.1","Ladder-backed Woodpecker","Zap.1",7,"Dryobates scalaris","Dryobates","Picidae","Piciformes","Dendrocopos scalaris","Dendrocopos","Picidae","Piciformes","Dryobates scalaris","Picoides scalaris",19,13.8,6.9,6.3,17.8,96.8,23.8,73,24.6,58.2,31.6,0.79,0.02,0.513599104139495,0.200067829177219,1.10752329841994,30.82,-0.21,1,-1.11,1,-1.01,0.360123261,0.339107743,0.0427806,5.55e-05,0,0,34.9788275,30,0.72,0.3,1.06,-0.91,112.693753986054
"994","Zapotec","Spinus psaltria.1","Lesser Goldfinch","Zap.34",1,"Spinus psaltria","Spinus","Fringillidae","Passeriformes","Carduelis psaltria","Carduelis","Fringillidae","Passeriformes","Spinus psaltria","Carduelis psaltria",10.2,7.8,4.7,6.3,12.4,60.9,16.2,46.2,26,40.4,8.8,0.77,-0.04,1.06848111218758,-3.78124836751007,0,62.46,1.08,1,-1.11,1,-1.01,0.236047141,0.144539019,0.206716587,0.04563384,0,0.000259055,35.56999165,40,1.05,0.99,1.16,-0.42,0
"995","Zapotec","Geococcyx velox.1","Lesser Roadrunner","Zap.35",1,"Geococcyx velox","Geococcyx","Cuculidae","Cuculiformes","Geococcyx velox","Geococcyx","Cuculidae","Cuculiformes","Geococcyx velox","Geococcyx velox",42.8,24.9,8.7,10.8,47.7,141.7,9.3,133.8,6.5,269.3,179.9,1.73,2.62,-0.361270011327139,4.88997536977972,0,169.53,5.44,4,3.54,4,3.29,0.300476486,0.280671224,0.068821214,0.002900352,0.000331469,0.000248634,33.45416878,55,0.6,0.03,0.82,0.32,0
"996","Zapotec","Aythya affinis.2","Lesser Scaup","Zap.4",7,"Aythya affinis","Aythya","Anatidae","Anseriformes","Aythya affinis","Aythya","Anatidae","Anseriformes","Aythya affinis","Aythya affinis",47.3,29.4,19.6,13.4,34.9,198.2,101,97,51,53.4,819.5,0.82,0.12,-1.42365190677189,5.39942614344695,1.15779888580726,16.17,-0.8,2,0.44,2,0.42,0.355943086,0.297976166,0.000975961,0,0,0,31.08965498,38,0.47,-0.23,0.44,-0.52,25.5066070388323
"997","Zapotec","Amazona finschi","Lilac-crowned Parrot","Zap.36",1,"Amazona finschi","Amazona","Psittacidae","Psittaciformes","Amazona finschi","Amazona","Psittacidae","Psittaciformes","Amazona finschi","Amazona finschi",35.4,28.7,18,31.9,21.2,192.4,69.8,121.7,36.5,109,302,2.1,3.65,-1.13479446347985,5.22830884163007,0,46.99,0.45,2,0.44,2,0.42,0.009158364,0.043876451,0.024690563,0.019330747,0.007709765,0.585684624,38.18056718,96,2.43,3.93,1.58,2.32,0
"998","Zapotec","Melospiza lincolnii.1","Lincoln's Sparrow","Zap.16",8,"Melospiza lincolnii","Melospiza","Passerellidae","Passeriformes","Zonotrichia lincolnii","Zonotrichia","Fringillidae","Passeriformes","Melospiza lincolnii","Melospiza lincolnii",13.2,8,4,5.1,20.1,64,14.3,49.7,22.3,56.8,16.6,0.46,-0.88,1.51051686719338,-2.62749001830022,0.68568509314057,16.53,-0.79,2,0.44,2,0.42,0.065958559,0.131284224,0.054263779,2.75e-05,0,0,21.05943005,39,0.38,-0.43,-1.17,-0.47,86.5654522230619
"999","Zapotec","Dryocopus lineatus.1","Lineated Woodpecker","Zap.1",7,"Dryocopus lineatus","Dryocopus","Picidae","Piciformes","Dryocopus lineatus","Dryocopus","Picidae","Piciformes","Dryocopus lineatus","Dryocopus lineatus",41.3,30.5,11,10.2,28.6,184.7,41,144.9,22,122,183.2,0.69,-0.25,-0.785595341014767,4.39441495362207,1.10752329841994,55,0.78,2,0.44,2,0.42,0.47781428,0.09037101,0.01082437,0.001651426,0.089943941,0.0001044,36.23361138,70.75,0.83,0.53,1.27,1.09,112.693753986054
"1000","Zapotec","Dendrortyx macroura","Long-tailed Wood-Partridge","Zap.37",1,"Dendrortyx macroura","Dendrortyx","Odontophoridae","Galliformes","Dendrortyx macroura","Dendrortyx","Phasianidae","Galliformes","Dendrortyx macroura","Dendrortyx macroura",20.4,12.5,12.8,14.4,50.3,165.2,20.8,144.5,12.5,143,431,1.65,2.41,-0.504463606534003,4.21742988028371,0,45.12,0.38,2,0.44,2,0.42,0.087032579,0.249735871,0.001212394,0.000103919,0.003186865,1.73e-05,22.74558623,48,0.12,-0.99,-0.9,-0.03,0
"1001","Zapotec","Geothlypis tolmiei.1","MacGillivray's Warbler","Zap.9",12,"Geothlypis tolmiei","Geothlypis","Parulidae","Passeriformes","Oporornis tolmiei","Oporornis","Parulidae","Passeriformes","Geothlypis tolmiei","Oporornis tolmiei",13.4,7.7,3,3.3,20.9,58.1,13.2,44.5,22.9,52.9,10.4,0.5,-0.78,1.8540347513675,-3.73819187563143,0.569812146870812,21.72,-0.58,2,0.44,2,0.42,0.037563072,0.032447206,0.168776864,0.000677443,0.000303721,2.34e-05,33.11266434,58,0.86,0.59,0.76,0.46,85.6410786333007
"1002","Zapotec","Anas platyrhynchos.3","Mallard","Zap.4",7,"Anas platyrhynchos","Anas","Anatidae","Anseriformes","Anas platyrhynchos","Anas","Anatidae","Anseriformes","Anas platyrhynchos","Anas platyrhynchos",58.5,41,20.8,17.8,40.6,263.4,133.5,129.9,50.7,86.9,843.4,1.14,1,-1.40774865316327,6.06817559394628,1.15779888580726,13.59,-0.91,1,-1.11,1,-1.01,0.169889068,0.288138934,0.014211453,0.002764815,0.007256047,0.023879634,24.72952783,64.5,0.46,-0.27,-0.58,0.78,25.5066070388323
"1003","Zapotec","Poecile sclateri","Mexican Chickadee","Zap.17",2,"Poecile sclateri","Poecile","Paridae","Passeriformes","Parus sclateri","Parus","Paridae","Passeriformes","Poecile sclateri","Parus sclateri",10.8,6.9,3.1,4.1,16.8,67.8,11.8,56,17.4,59.2,10.1,0.39,-1.09,1.46696167597393,-3.74808298024529,0.245514042122423,36.72,0.03,2,0.44,1,-1.01,0.279562614,0.232465504,0,0,0,0,29.01146679,18,0.36,-0.46,0.1,-1.5,36.7246345004674
"1004","Zapotec","Ara militaris","Military Macaw","Zap.38",1,"Ara militaris","Ara","Psittacidae","Psittaciformes","Ara militaris","Ara","Psittacidae","Psittaciformes","Ara militaris","Ara militaris",56.6,49.3,27.2,57.2,28.8,366.7,151.2,216.8,41.1,366.1,1134,1.9,3.11,-1.26701936413527,7.07589320235164,0,39.85,0.16,2,0.44,2,0.42,0.014816621,0.022224932,0.015578793,0.206304686,0.034724551,0.595926953,45.76833466,99,2.43,3.93,2.8,2.47,0
"1005","Zapotec","Cyrtonyx montezumae","Montezuma Quail","Zap.39",1,"Cyrtonyx montezumae","Cyrtonyx","Odontophoridae","Galliformes","Cyrtonyx montezumae","Cyrtonyx","Phasianidae","Galliformes","Cyrtonyx montezumae","Cyrtonyx montezumae",15.5,9,7.9,9.3,28.2,117.9,28.4,89.4,24.1,42.6,185.4,1.36,1.61,-0.340874297789356,0.951263870557605,0,45.12,0.38,2,0.44,2,0.42,0.261608798,0.152927958,0.062486824,8.02e-05,0.024438887,0.00037181,30.36683692,71.5,0.55,-0.07,0.32,1.12,0
"1006","Zapotec","Strix virgata.1","Mottled Owl","Zap.40",3,"Strix virgata","Strix","Strigidae","Strigiformes","Ciccaba virgata","Ciccaba","Strigidae","Strigiformes","Ciccaba virgata","Strix virgata",33,17.2,9,16.1,40.6,240.6,50.3,190.3,20.8,149.1,284,1.15,1.01,-0.720663038434524,4.67136204089418,1.01232990946561,61.9,1.06,2,0.44,2,0.42,0.191773649,0.175365245,0.016653086,2.149e-05,0,1.074e-05,24.08658332,48.66666667,0.39,-0.41,-0.69,0.01,84.2477093726313
"1007","Zapotec","Trogon mexicanus.1","Mountain Trogon","Zap.41",1,"Trogon mexicanus","Trogon","Trogonidae","Trogoniformes","Trogon mexicanus","Trogon","Trogonidae","Trogoniformes","Trogon mexicanus","Trogon mexicanus",20,11.4,9.8,9.8,14.8,147.6,60.3,86.7,41,180.6,71,0.41,-1.02,-0.723175613179703,2.88040666448511,0,35.5,-0.02,1,-1.11,1,-1.01,0.219875909,0.176257556,0.011210822,5.33e-05,0.244747423,0.160333396,40.50851966,89,2.03,3.08,1.95,1.98,0
"1008","Zapotec","Cairina moschata.2","Muscovy Duck","Zap.4",7,"Cairina moschata","Cairina","Anatidae","Anseriformes","Cairina moschata","Cairina","Anatidae","Anseriformes","Cairina moschata","Cairina moschata",65.9,38.7,22.6,15.7,56.2,345,124,226.8,35.2,160.2,2415.8,1.28,1.39,-1.28512920676581,6.57865874410952,1.15779888580726,20.22,-0.64,2,0.44,2,0.42,0.5738456555,0.0371542355,8.8681e-05,0,6.21e-05,0.0373281265,30.64363138,38.5,0.49,-0.2,0.37,-0.49,25.5066070388323
"1009","Zapotec","Leiothlypis ruficapilla.1","Nashville Warbler","Zap.42",1,"Leiothlypis ruficapilla","Leiothlypis","Parulidae","Passeriformes","Vermivora ruficapilla","Vermivora","Parulidae","Passeriformes","Leiothlypis ruficapilla","Vermivora ruficapilla",11.6,7,2.8,3.5,16.1,56.8,13.3,43.4,23.6,42.4,8.1,0.47,-0.87,1.83749354231666,-4.26158824862122,0,16.63,-0.78,1,-1.11,1,-1.01,0.021908275,0.040590792,0.250713102,0.000104538,0,0.000224011,32.37385734,49,1.13,1.17,0.65,0.02,0
"1010","Zapotec","Mimus polyglottos","Northern Mockingbird","Zap.26",2,"Mimus polyglottos","Mimus","Mimidae","Passeriformes","Mimus polyglottos","Mimus","Mimidae","Passeriformes","Mimus polyglottos","Mimus polyglottos",22.1,12.2,4.6,5.3,32.2,112.3,23.1,90.5,20.6,117.6,48.5,0.71,-0.21,0.0984673472937341,1.00477382850744,0.778534023459841,26.94,-0.36,2,0.44,2,0.42,0.083486567,0.304441789,0.017974551,0,0,0,25.70296633,21,0.24,-0.73,-0.43,-1.35,26.9448811529661
"1011","Zapotec","Glaucidium gnoma.2","Northern Pygmy-Owl","Zap.28",3,"Glaucidium gnoma","Glaucidium","Strigidae","Strigiformes","Glaucidium gnoma","Glaucidium","Strigidae","Strigiformes","Glaucidium gnoma","Glaucidium gnoma",13.3,9,6.2,9.3,18.2,89.4,20.9,68.5,23.3,63.5,61.3,0.78,0.01,0.377818870846646,-0.439078017911597,0.828923161853077,35.38,-0.02,2,0.44,2,0.42,0.091500308,0.209971189,0.029308883,0.000188326,0.000351121,0.000212078,26.25683814,70,0.29,-0.62,-0.34,1.05,94.0457689880918
"1012","Zapotec","Myiarchus nuttingi","Nutting's Flycatcher","Zap.43",2,"Myiarchus nuttingi","Myiarchus","Tyrannidae","Passeriformes","Myiarchus nuttingi","Myiarchus","Tyrannidae","Passeriformes","Myiarchus nuttingi","Myiarchus nuttingi",17.5,12.3,6.5,5.5,18.9,83.2,14.9,65.6,18.5,81.9,23,0.45,-0.92,0.645087814718266,-0.449497170068533,0.224485767686213,18.87,-0.69,1,-1.11,1,-1.01,0.088087579,0.171608648,0.151917465,0.0001199,1.18e-05,0.000189849,25.51879369,44,0.34,-0.52,-0.46,-0.22,18.8716902932336
"1013","Zapotec","Catharus aurantiirostris","Orange-billed Nightingale-Thrush","Zap.18",4,"Catharus aurantiirostris","Catharus","Turdidae","Passeriformes","Catharus aurantiirostris","Catharus","Turdidae","Passeriformes","Catharus aurantiirostris","Catharus aurantiirostris",16.9,9.6,4.2,4.6,30.4,76.8,12.5,63.5,16.4,60.5,29.8,0.58,-0.55,1.00140652190518,-1.52241367009106,0.638536400942559,42.69,0.28,1,-1.11,1,-1.01,0.024251842,0.412544256,0.005679064,1.22e-05,7.24e-05,0,25.47205861,40,0.51,-0.16,-0.46,-0.42,55.421464236869
